"","ResultMeasure2","STRAHLER2","DrainageAreaMeasure_MeasureValue","HUCEightDigitCode","date","ResultSampleFractionText","PFOR2","PWETL2","PURB2","PAGT2","LatitudeMeasure","LongitudeMeasure","MonitoringLocationIdentifier"
"2922",0.023,2,66,14010001,"2001-07-18T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2923",0.037,2,66,14010001,"2001-07-18T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2924",0.01,2,66,14010001,"2002-01-09T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2925",0.016,2,66,14010001,"2002-01-09T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2926",0.065,2,66,14010001,"2017-03-22T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2927",0.027,2,66,14010001,"2000-09-11T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2928",0.042,2,66,14010001,"2000-09-11T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2929",0.027,2,66,14010001,"2017-01-25T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2930",0.009,2,66,14010001,"2000-05-18T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2931",0.023,2,66,14010001,"2000-05-18T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2932",0.011,2,66,14010001,"2001-01-10T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2933",0.015,2,66,14010001,"2001-01-10T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2934",0.01,2,66,14010001,"2001-11-15T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2935",0.019,2,66,14010001,"2001-11-15T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2936",0.007,2,66,14010001,"2001-05-23T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2937",0.018,2,66,14010001,"2001-05-23T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2938",0.015,2,66,14010001,"2001-09-12T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2939",0.025,2,66,14010001,"2001-09-12T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2940",0.01,2,66,14010001,"2001-03-22T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2941",0.041,3,567,14050001,"2014-09-23T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2942",0.068,3,567,14050001,"2015-10-20T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2943",0.063,3,567,14050001,"2015-04-08T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2944",0.047,3,567,14050001,"2014-03-27T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2945",0.044,3,567,14050001,"2013-05-23T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2946",0.031,3,567,14050001,"2015-01-27T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2947",0.027,3,567,14050001,"2010-11-03T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2948",0.058,3,567,14050001,"2012-09-27T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2949",0.031,3,567,14050001,"2004-06-21T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2950",0.021,3,567,14050001,"2009-12-07T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2951",0.079,3,567,14050001,"2009-02-09T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2952",0.036,3,567,14050001,"2004-10-22T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2953",0.036,3,567,14050001,"2008-04-09T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2954",0.066,3,567,14050001,"2004-07-28T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2955",0.026,3,567,14050001,"2008-06-20T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2956",0.063,3,567,14050001,"2012-03-28T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2957",0.071,3,567,14050001,"2004-03-30T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2958",0.036,3,567,14050001,"2008-10-29T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2959",0.053,3,567,14050001,"2016-08-03T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2960",0.034,3,567,14050001,"2008-08-29T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2961",0.036,3,567,14050001,"2012-10-25T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2962",0.068,3,567,14050001,"2005-09-21T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2963",0.043,3,567,14050001,"2011-10-24T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"2964",0.026,1,1453,14010004,"2009-01-07T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2965",0.019,1,1453,14010004,"2012-09-27T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2966",0.046,1,1453,14010004,"2012-04-10T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2967",0.038,1,1453,14010004,"2008-02-26T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2968",0.03,1,1453,14010004,"2008-07-28T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2969",0.138,1,1453,14010004,"2012-07-24T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2970",0.042,1,1453,14010004,"2004-04-20T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2971",0.019,1,1453,14010004,"2012-06-18T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2972",0.029,1,1453,14010004,"2012-02-14T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2973",0.022,1,1453,14010004,"2016-01-06T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2974",0.013,1,1453,14010004,"2016-09-26T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2975",0.053,1,1453,14010004,"2016-04-19T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2976",0.014,1,1453,14010004,"2008-11-17T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2977",0.037,1,1453,14010004,"2015-03-25T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2978",0.068,1,1453,14010004,"2015-05-29T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"2979",0.023,2,66,14010001,"2001-03-22T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2980",0.021,2,66,14010001,"2009-09-21T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2981",0.015,2,66,14010001,"2007-09-17T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2982",0.017,2,66,14010001,"2007-07-17T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2983",0.025,2,66,14010001,"2007-07-17T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2984",0.034,2,66,14010001,"2007-09-17T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2985",0.025,2,66,14010001,"2007-03-20T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2986",0.056,2,66,14010001,"2007-03-20T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2987",0.021,2,66,14010001,"2010-03-09T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2988",0.031,2,66,14010001,"2010-07-21T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2989",0.014,2,66,14010001,"2011-01-04T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2990",0.012,2,66,14010001,"2009-01-13T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2991",0.018,2,66,14010001,"2009-01-13T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2992",0.042,2,66,14010001,"2010-05-19T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2993",0.011,2,66,14010001,"2007-11-05T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2994",0.016,2,66,14010001,"2007-11-05T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2995",0.014,2,66,14010001,"2011-11-30T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2996",0.053,2,66,14010001,"2011-05-17T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2997",0.012,2,66,14010001,"2007-05-07T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2998",0.03,2,66,14010001,"2007-05-07T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"2999",0.045,3,567,14050001,"2003-12-16T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"3000",0.029,3,567,14050001,"2005-06-16T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"3001",0.071,3,567,14050001,"2007-03-20T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"3002",0.028,3,567,14050001,"2010-03-29T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"3003",0.095,3,567,14050001,"2010-04-20T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"3004",0.061,3,567,14050001,"2007-07-18T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"3005",0.024,3,567,14050001,"2007-11-07T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"3006",0.035,3,567,14050001,"2005-01-18T00:00:00Z","Total",87.485,0,0,1.39,40.4829861,-106.8324306,"USGS-09239500"
"3007",0.111,3,448,14050001,"2011-05-25T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3008",0.011,3,448,14050001,"2010-09-13T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3009",0.011,3,448,14050001,"2010-11-04T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3010",0.141,3,448,14050001,"2010-04-19T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3011",0.066,3,448,14050001,"2017-03-28T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3012",0.024,3,448,14050001,"2014-06-18T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3013",0.008,3,448,14050001,"2016-12-06T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3014",0.089,3,448,14050001,"2016-05-10T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3015",0.023,3,448,14050001,"2015-07-09T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3016",0.016,3,448,14050001,"2014-09-24T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3017",0.017,3,448,14050001,"2014-11-19T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3018",0.01,1,1453,14010004,"2006-11-07T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3019",0.024,1,1453,14010004,"2006-07-13T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3020",0.032,1,1453,14010004,"2006-08-16T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3021",0.009,1,1453,14010004,"2000-08-21T00:00:00Z","Dissolved",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3022",0.38,1,1453,14010004,"2000-08-21T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3023",0.025,1,1453,14010004,"2011-01-12T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3024",0.029,1,1453,14010004,"2011-03-31T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3025",0.055,1,1453,14010004,"2005-06-29T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3026",0.019,1,1453,14010004,"2011-09-28T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3027",0.013,1,1453,14010004,"2003-12-12T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3028",0.03,1,1453,14010004,"2005-12-19T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3029",0.022,1,1453,14010004,"2005-01-27T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3030",0.01,2,66,14010001,"2007-01-18T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3031",0.023,2,66,14010001,"2007-01-18T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3032",0.032,2,66,14010001,"2011-09-07T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3033",0.019,2,66,14010001,"2005-10-31T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3034",0.019,2,66,14010001,"2011-03-08T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3035",0.012,2,66,14010001,"2005-10-31T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3036",0.011,2,66,14010001,"2006-11-08T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3037",0.024,2,66,14010001,"2006-11-08T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3038",0.011,2,66,14010001,"2006-01-26T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3039",0.019,2,66,14010001,"2006-01-26T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3040",0.008,2,66,14010001,"2000-11-08T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3041",0.017,2,66,14010001,"2000-11-08T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3042",0.037,3,448,14050001,"2014-03-26T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3043",0.013,3,448,14050001,"2015-10-20T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3044",0.058,3,448,14050001,"2015-04-08T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3045",0.052,3,448,14050001,"2013-05-24T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3046",0.011,3,448,14050001,"2013-08-19T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3047",0.012,3,448,14050001,"2013-12-11T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3048",0.025,3,448,14050001,"2012-09-27T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3049",0.091,3,448,14050001,"2012-03-29T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3050",0.01,3,448,14050001,"2012-10-24T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3051",0.026,3,448,14050001,"2016-08-02T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3052",0.02,3,448,14050001,"2016-02-02T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3053",0.01,3,448,14050001,"2011-10-25T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3054",0.011,3,448,14050001,"2010-07-19T00:00:00Z","Total",87.485,0,0,1.39,40.5146975,-106.9539407,"USGS-09242500"
"3055",0.027,1,1453,14010004,"2005-04-11T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3056",0.036,1,1453,14010004,"2007-04-16T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3057",0.041,1,1453,14010004,"2007-09-19T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3058",0.013,1,1453,14010004,"2007-10-10T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3059",0.036,1,1453,14010004,"2007-02-08T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3060",0.014,1,1453,14010004,"2011-12-09T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3061",0.025,1,1453,14010004,"2005-03-25T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3062",0.022,1,1453,14010004,"2005-09-07T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3063",0.028,1,1453,14010004,"2011-08-16T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3064",0.01,1,1453,14010004,"2010-11-16T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3065",0.011,1,1453,14010004,"2001-07-17T00:00:00Z","Dissolved",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3066",0.016,1,1453,14010004,"2001-07-17T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3067",0.006,1,1453,14010004,"2001-08-30T00:00:00Z","Dissolved",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3068",0.013,1,1453,14010004,"2001-08-30T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3069",0.026,1,1453,14010004,"2017-02-13T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3070",0.009,2,66,14010001,"2006-09-27T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3071",0.06,2,66,14010001,"2006-09-27T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3072",0.012,2,66,14010001,"2006-03-21T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3073",0.023,2,66,14010001,"2006-03-21T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3074",0.012,2,66,14010001,"2006-05-04T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3075",0.039,2,66,14010001,"2006-05-04T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3076",0.022,2,66,14010001,"2000-07-20T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3077",0.033,2,66,14010001,"2000-07-20T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3078",0.015,2,66,14010001,"2013-11-20T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3079",0.019,2,66,14010001,"2013-03-27T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3080",0.035,2,66,14010001,"2013-07-23T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3081",0.021,2,66,14010001,"2013-01-23T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3082",0.023,2,66,14010001,"2013-09-26T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3083",0.019,2,66,14010001,"2015-11-24T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3084",0.023,2,66,14010001,"2015-07-21T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3085",0.03,2,66,14010001,"2015-05-26T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3086",0.019,2,66,14010001,"2014-11-19T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3087",0.072,1,1453,14010004,"2017-03-20T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3088",0.161,1,1453,14010004,"2006-04-13T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3089",0.025,1,1453,14010004,"2006-02-16T00:00:00Z","Total",0,0,0,0,39.5435931,-107.3294984,"USGS-09085000"
"3090",0.027,2,66,14010001,"2014-03-26T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3091",0.024,2,66,14010001,"2014-01-21T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3092",0.031,2,66,14010001,"2014-07-22T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3093",0.022,2,66,14010001,"2015-01-21T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3094",0.05,2,66,14010001,"2015-03-25T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3095",0.052,2,66,14010001,"2016-07-26T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3096",0.039,2,66,14010001,"2015-09-22T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3097",0.032,2,66,14010001,"2016-09-28T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3098",0.021,2,66,14010001,"2016-11-30T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3099",0.039,2,66,14010001,"2012-09-26T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3100",0.041,2,66,14010001,"2014-09-24T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3101",0.01,2,66,14010001,"2008-11-17T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3102",0.016,2,66,14010001,"2008-11-17T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3103",0.031,2,66,14010001,"2008-07-21T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3104",0.021,2,66,14010001,"2008-07-21T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3105",0.032,2,66,14010001,"2016-03-22T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3106",0.042,2,66,14010001,"2012-05-30T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3107",0.039,2,66,14010001,"2012-08-02T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3108",0.019,2,66,14010001,"2008-03-12T00:00:00Z","Total",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3109",0.011,2,66,14010001,"2008-03-12T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3110",0.021,2,66,14010001,"2008-09-16T00:00:00Z","Dissolved",46.08,0,0,0.25,39.9990056,-105.8280944,"USGS-09033100"
"3111",0.003,3,97.4,14010005,"2001-04-02T00:00:00Z","Dissolved",84.42,0,0,0.13,39.3747007,-108.3178636,"USGS-09095300"
"3112",0.063,3,97.4,14010005,"2001-04-02T00:00:00Z","Total",84.42,0,0,0.13,39.3747007,-108.3178636,"USGS-09095300"
"3113",0.131,3,97.4,14010005,"2001-10-12T00:00:00Z","Total",84.42,0,0,0.13,39.3747007,-108.3178636,"USGS-09095300"
"3114",0.021,3,97.4,14010005,"2001-03-09T00:00:00Z","Dissolved",84.42,0,0,0.13,39.3747007,-108.3178636,"USGS-09095300"
"3115",0.54,3,97.4,14010005,"2001-03-09T00:00:00Z","Total",84.42,0,0,0.13,39.3747007,-108.3178636,"USGS-09095300"
"3116",0.013,2,102,14020001,"2006-03-15T00:00:00Z","Total",72.01,0,0,0,38.8138819,-106.899486,"USGS-384950106544200"
"3117",0,2,102,14020001,"2002-04-24T00:00:00Z","Dissolved",72.01,0,0,0,38.8138819,-106.899486,"USGS-384950106544200"
"3118",0.011,2,102,14020001,"2002-04-24T00:00:00Z","Total",72.01,0,0,0,38.8138819,-106.899486,"USGS-384950106544200"
"3119",0,2,102,14020001,"2001-08-29T00:00:00Z","Dissolved",72.01,0,0,0,38.8138819,-106.899486,"USGS-384950106544200"
